1000,0,0,0,1126,0,1184,1198,0,,50,64
1000,0,0,0,1169,0,1361,1367,0,,100,128
1000,0,0,0,1130,0,1161,1157,0,,40,32
1000,0,0,0,1124,0,1146,1157,0,,30,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,1124,20,,,,,,
,,,,1130,30,,,,,,
,,,,1124,40,,,,,,
,,,,1126,50,,,,,,
,,,,1169,100,,,,,,
